id,sample,location,sample_date,sample_time,hour,wday,week,month,year,temp_field,do_field,cond_field,ph_field,tds_field,turbidity_field,chl_a,phycocyanin,al,p,fe,fluoride,chloride,nitrite,bromide,nitrate,phosphate,sulfate,uv_254,turbidity,colour,doc,toc,tn,ph_lab,rdl_al,rdl_p,rdl_fe,rdl_fluoride,rdl_chloride,rdl_nitrite,rdl_bromide,rdl_nitrate,rdl_phosphate,rdl_sulfate,chlorophyll_a,alkalinity,dn,ul_p,ul_al,ul_fe,cyra,mcye_ndaf,sxta,total_cyano,lod_cyra,lod_mcye_ndaf,lod_sxta,lod_total_cyano,grab_mclr,passive_mclr,spe_grab_mclr,grab_mclr_lod,passive_mclr_lod,spe_grab_mclr_lod
tuagc-199,col_071823,Collins Park,2023-07-18,10:30:00,10,3,29,7,2023,24.5,5.34,156.3,6.95,102.9,NA,NA,NA,62.72665848512049,8.275517898822097,161.35828374773905,24.7113,46672.3929,4.1739,21.937,375.4721,4.524675776285243,9178.3053,0.229,1.290333333333333,35,5.207,5.234,0.1922,NA,2,5,2,9,12,9,9,10,10,9,NA,12.0468,0.2128,250,1000,1000,0,344.97375273719763,0,57889.46690824315,2.769230769230769,2.769230769230769,2.769230769230769,2.769230769230769,0,0,0.01030181600328947,0.22114,0.00631578947368421,0.00533827242598684
grnef-230,col_072523,Collins Park,2023-07-25,10:51:00,10,3,30,7,2023,24,5.2,118.2,7.23,78.3,NA,NA,NA,163.6796429970266,7.854847198699245,208.45902372162817,17.8932,31763.8572,1.7118,16.41,480.6287,1.024,6574.2593,0.3233333333333333,8.443333333333333,57.666666666666664,6.457,6.599,0.2134,NA,2,5,2,9,12,9,9,10,10,9,NA,6.0506,0.1897,250,1000,1000,23.599462480300677,130.61219593013487,0,21006.50699706075,3,3,3,3,0,0.01397401894736842,0.00591789615131578,0.22114,0.00631578947368421,0.00533827242598684
exfcb-265,col_080123,Collins Park,2023-08-01,00:00:00,0,3,31,8,2023,24.8,5.14,154.7,7.16,100.9,NA,NA,NA,66.30508054588732,8.308264449433775,139.94042368335616,20.5097,43327.3503,4.0685,21.321,300.4705,3.4018,16328.0446,0.26733333333333337,1.273,38.333333333333336,5.782,5.986,0.232,NA,2,5,2,9,12,9,9,10,10,9,NA,13.5246,0.178,250,1000,1000,8.916130010616337,284.1197537976993,0,11365.25808974356,2.25,2.25,2.25,2.25,0,0.00677916736842105,3.918730592105263e-4,0.22114,0.00631578947368421,0.00533827242598684
wnoda-322,col_080823,Collins Park,2023-08-08,11:10:00,11,3,32,8,2023,23.4,6.21,134.5,7.19,90.2,NA,NA,NA,133.5140003035176,18.485170659805917,211.29630001184603,NA,NA,NA,NA,NA,NA,NA,0.3116666666666667,1.9026666666666667,53.333333333333336,6.639,6.551,0.1978,NA,2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,10.779,0.2154,250,1000,1000,0,26.33520547902761,0,14503.366933313537,6.545454545454546,6.545454545454546,6.545454545454546,6.545454545454546,0,0,0.0276189046875,0.22114,0.00631578947368421,0.00533827242598684
exsgy-353,col_081523,Collins Park,2023-08-15,10:47:00,10,3,33,8,2023,23.2,5.08,138.7,7.26,93.4,NA,NA,NA,78.01673987561233,9.382183097168149,185.95477809566492,NA,NA,NA,NA,NA,NA,NA,0.289,0.974,48,6.115,5.982,0.1934,NA,2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,13.6458,0.1998,250,1000,1000,0,64.25743673071716,0,27310.0233963672,3,3,3,3,0,NA,0.02344952450657895,0.22114,NA,0.00533827242598684
qklcv-374,col_082223,Collins Park,2023-08-22,11:04:00,11,3,34,8,2023,22.2,6.87,144.6,NA,99.2,NA,NA,NA,72.12601347085084,7.079849737964248,175.1680392196012,NA,NA,NA,NA,NA,NA,NA,0.30433333333333334,1.005,49.333333333333336,6.369,6.06,0.2236,NA,2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,16.0417,0.2044,250,1000,1000,319.648761336225,9.913791349605225,0,3987.081971716753,3.6,3.6,3.6,3.6,0,0,0.02947286184210526,0.22114,0.00631578947368421,0.00533827242598684
npiwx-417,col_082923,Collins Park,2023-08-29,11:43:00,11,3,35,8,2023,22.4,7.36,140.5,6.72,96.2,NA,NA,NA,58.94973880481256,10.266195343211011,203.31867266079368,26.267,39120.6456,4.232,24.485,376.6816,NA,7893.4164,0.29066666666666663,2.39,48.666666666666664,6.6579999999999995,6.084,0.191,NA,2,5,2,9,12,9,9,10,10,9,NA,15.7209,0.2594,250,1000,1000,312.45014173337216,243.5648966657081,0,59973.50647887632,4.5,4.5,4.5,4.5,0.10523796,0.07030582315789474,0.05876664588815789,0.22114,0.00631578947368421,0.00533827242598684
merme-446,col_090523,Collins Park,2023-09-05,11:20:00,11,3,36,9,2023,21.4,7.31,124.2,7.11,86.7,NA,NA,NA,62.72223756942992,9.366519171151385,179.235291633443,NA,NA,NA,NA,NA,NA,NA,NA,1.1233333333333333,NA,NA,7.06,0.32280000000000003,NA,2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,1000,1000,82.79238026669336,45.88680253570759,7.7977149551466,11453.762966520037,2,2,2,2,0,NA,NA,0.22114,0.00631578947368421,NA
lodjv-582,col_091223_am,Collins Park,2023-09-12,09:00:00,9,3,37,9,2023,23.3,3.37,142.2,7.21,95.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26566666666666666,0.8726666666666666,43.333333333333336,NA,6.3149999999999995,0.22350000000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9.971223706939208,0,5923.260289887217,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,NA,NA,0.07526008223684211,0.22114,0.00631578947368421,0.00533827242598684
bcloy-639,col_091923_am,Collins Park,2023-09-19,08:51:00,8,3,38,9,2023,20.2,6.84,120.5,7.08,86.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.306,3.1533333333333338,50,6.619999999999999,7.199,0.2757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2328,NA,NA,NA,0,7.467520126871355,0,23278.771820559952,3,3,3,3,NA,0.1618526315789474,0.05326348552631579,0.22114,0.00631578947368421,0.00533827242598684
lglor-668,col_092623,Collins Park,2023-09-26,10:34:00,10,3,39,9,2023,17.9,5.97,127.3,7.38,95.8,NA,NA,NA,65.82277809818932,7.659934088799312,215.54694386252547,NA,25387.026161781927,NA,14.534274111584288,232.46489932023812,NA,4549.815223827203,0.27,1.2433333333333332,45,6.119999999999999,6.103,0.2118,NA,2,5,2,9,12,9,9,10,10,9,NA,NA,0.2397,250,1000,1000,0,21.85619092004397,0,26573.74080978435,1.8,1.8,1.8,1.8,NA,NA,NA,0.22114,NA,NA
eagdl-699,col_100323,Collins Park,2023-10-03,11:24:00,11,3,40,10,2023,17.9,5.11,125.1,7.38,94,NA,NA,NA,60.07496680593744,25.063118855047044,275.6449488253483,NA,54573.135153433555,NA,26.53147650300068,411.5015229782728,280.71660754480655,8390.47243201874,0.27,1.5266666666666666,37.333333333333336,6.111,6.371,0.34009999999999996,NA,2,5,2,9,12,9,9,10,10,9,NA,NA,0.2493,250,1000,1000,0,44.96400597150664,0,35560.18941333358,1.8,1.8,1.8,1.8,NA,NA,NA,0.22114,NA,NA
szkku-734,col_101023,Collins Park,2023-10-10,11:10:00,11,3,41,10,2023,17.5,6.88,127,7.44,96.6,NA,NA,NA,49.69489025497794,7.688947884054387,202.31777740110596,NA,55207.9852963178,NA,28.287024085833803,502.3242676231149,NA,8728.420144947002,0.255,1.1333333333333335,38,5.938000000000001,6.086,0.20490000000000003,NA,2,5,2,9,12,9,9,10,10,9,NA,NA,0.20540000000000003,250,1000,1000,0,31.78452004962213,0,77229.41362973326,2,2,2,2,0,NA,0.03072149122807017,0.22114,0.00631578947368421,0.00533827242598684
ejrhc-771,col_101723,Collins Park,2023-10-17,11:00:00,11,3,42,10,2023,15.4,7.96,121.6,7.2,96.9,NA,NA,NA,NA,NA,NA,NA,60604.49154749843,NA,31.047717756802506,418.89553205118966,141.7686052882616,8892.401317577178,0.2076666666666667,1.2866666666666668,35.666666666666664,5.823999999999999,9.503,0.2776,NA,NA,NA,NA,9,12,9,9,10,10,9,NA,NA,0.2418,NA,NA,NA,0,39.35853679363225,0,41954.14274486162,1.8,1.8,1.8,1.8,NA,0.05166673684210526,0.02094901315789473,0.22114,0.00631578947368421,0.00533827242598684
zfpfw-809,col_102423,Collins Park,2023-10-24,10:40:00,10,3,43,10,2023,12.9,6.87,109.1,7.38,92.2,NA,NA,NA,76.97503438525823,43.969354759270246,272.09276496711254,NA,55050.1406425222,NA,29.46507374417619,435.9320409657679,9.570753896437711,8823.792122392773,0.26899999999999996,1.83,35.666666666666664,5.905,6.03,0.2352,NA,2,5,2,9,12,9,9,10,10,9,NA,NA,0.2253,10000,1000,10000,0,85.10797814526016,0,75786.3554253165,2.25,2.25,2.25,2.25,NA,NA,0.01971134868421053,0.22114,NA,0.00533827242598684
vxtuh-835,col_103123,Collins Park,2023-10-31,10:09:00,10,3,44,10,2023,10.5,8.47,102.7,7.72,91.9,NA,NA,NA,144.33796790834597,176.38345828284218,791.3913799202476,NA,60214.352751019025,NA,54.72628535139085,610.9038109531919,6.8387812784565405,7725.300559222815,0.28200000000000003,4.333333333333334,41.666666666666664,6.2860000000000005,6.646,0.26380000000000003,NA,2,5,2,9,12,9,9,10,10,9,NA,NA,0.2387,10000,1000,10000,0,0,0,1327.8997724187243,2.25,2.25,2.25,2.25,0,NA,0.00485238486842105,0.22114,0.00631578947368421,0.00533827242598684
trwcl-853,col_110723,Collins Park,2023-11-07,10:30:00,10,3,45,11,2023,9,8.64,105.1,6.94,98.2,NA,NA,NA,55.75224751129009,12.975347168616707,237.77732774541923,NA,58952.411660609985,NA,30.2880947383606,463.0964173979242,50.738250289570395,8305.836748947422,0.23566666666666664,1.606666666666667,35.666666666666664,5.41,5.8229999999999995,0.2246,NA,2,5,2,9,12,9,9,10,10,9,NA,NA,0.182,250,1000,1000,0,25.025829557475376,0,7088.399367667969,3,3,3,3,NA,0.02039161999999999,0.00972779605263158,0.22114,0.00631578947368421,0.00533827242598684
kqewr-868,col_111423,Collins Park,2023-11-14,10:30:00,10,3,46,11,2023,7.2,10.11,101.3,7.55,99.8,NA,NA,NA,47.33015385076473,54.98150123090393,216.44731375271053,NA,64372.68634051496,NA,32.42518286611674,505.6905644040804,NA,9680.683818891386,0.22366666666666668,1.5833333333333333,27,5.467,5.4239999999999995,0.2046,NA,2,5,2,9,12,9,9,10,10,9,NA,NA,0.1889,250,1000,1000,0,139.29170570933653,0,76066.95629946372,3,3,3,3,NA,0.011,0.00734416118421052,0.22114,0.00631578947368421,0.00533827242598684
gvhpx-886,col_112123,Collins Park,2023-11-21,11:00:00,11,3,47,11,2023,1.8,12.28,73.1,7.01,85,NA,NA,NA,NA,NA,NA,NA,57091.90396758996,NA,36.08266972122476,756.6227781331941,20.213855951855024,8922.686609798859,0.24233333333333332,4.28,37.333333333333336,5.851,5.878,0.2842,NA,NA,NA,NA,9,12,9,9,10,10,9,NA,NA,0.26990000000000003,NA,NA,NA,0,239.3801997468914,0,102282.6801538444,3,3,3,3,NA,0.1241578947368421,0.00364473684210526,0.22114,0.00631578947368421,0.00533827242598684
eoisr-1037,col_051424,Collins Park,2024-05-14,11:04:00,11,3,20,5,2024,12.76,10.81,151.7,7.31,NA,NA,NA,NA,NA,NA,NA,33.1575,37516.5,28.1822,18.743,905.8329,NA,7701.7802,0.164,4.04,17.333333333333332,3.94,3.993,0.1845,6.7563,NA,NA,NA,9,12,9,9,10,10,9,NA,12.8927,0.2267,NA,NA,NA,0,48.21263856660904,0,50879.58857426035,2.25,2.25,2.25,2.25,0,NA,0,0.22114,NA,0.00533827242598684
fuekq-1046,col_052124,Collins Park,2024-05-21,10:30:00,10,3,21,5,2024,16.72,9.54,129.9,7.75,100.22,NA,NA,NA,NA,NA,NA,40.8031,33029.200000000004,13.9633,19.9236,51.9589,70.8264,8192.4247,0.14766666666666664,1.8933333333333335,21.666666666666668,3.807,4.22,0.15480000000000002,NA,NA,NA,NA,9,12,9,9,10,10,9,NA,NA,0.09641,NA,NA,NA,0,195.06188612254724,0,156988.52367109398,3,3,3,3,0,0,0,0.22114,0.00631578947368421,0.00533827242598684
wkuhs-1079,col_052824,Collins Park,2024-05-28,00:07:00,0,3,22,5,2024,18.34,8.99,138,7.2,103.4,13.5,NA,0.36,NA,NA,NA,37.1712,32725.1,13.4726,20.751,97.9031,NA,8468.7741,0.1443333333333333,22.666666666666668,19,3.473,4.577,0.1961,6.6629,NA,NA,NA,9,12,9,9,10,10,9,1.95,11.2021,0.1118,NA,NA,NA,0,42.56683454708793,0,109107.93654253893,3.6,3.6,3.6,3.6,0,0,0,0.22114,0.00631578947368421,0.00533827242598684
tvvsq-1113,col_060424,Collins Park,2024-06-04,11:23:00,11,3,23,6,2024,17.3,8.9,135.9,7.1,103.7,3.1,NA,0.57,82.8453067700617,31.402620493182813,178.10189188039038,8.1933,32122.300000000003,15.2499,24.0087,210.6849,88.3109,8060.6063,0.15933333333333333,2.2433333333333336,23,3.502,3.841,0.227,6.7344,2,5,2,9,12,9,9,10,10,9,0.16,14.4851,0.2371,1000,1000,1000,0,147.24331315909387,0,50089.61640410119,3,3,3,3,0,0,0,0.22114,0.00631578947368421,0.00533827242598684
cxpos-1137,col_061124,Collins Park,2024-06-11,10:40:00,10,3,24,6,2024,20.2,8.51,146.3,7.1,104.7,0.4,NA,0.7,62.92793314666413,21.550754535156567,161.65065553347924,27.4146,32987.7,21.6567,22.3239,172.9563,89.5436,13862.7592,0.14366666666666664,8.936666666666666,20.666666666666668,3.738,3.895999999999999,0.1892,6.7655,2,5,2,9,12,9,9,10,10,9,0.1,14.8139,0.17540000000000003,1000,1000,1000,0,24.816983742382092,0,20891.95845021064,3,3,3,3,0,0,0,0.22114,0.00631578947368421,0.00533827242598684
irrox-1166,col_061824,Collins Park,2024-06-18,10:45:00,10,3,25,6,2024,20.283,8.93,150.3,7.18,107.33,2.2,NA,0.13,67.56784662697818,19.757513106284,195.26590472560315,36.6135,33173.5,18.9589,25.41,193.9239,83.0538,12355.9635,0.13566666666666669,6.253333333333333,18.666666666666668,3.4559999999999995,3.483,0.215,6.595,2,5,2,9,12,9,9,10,10,9,0.9,14.6831,0.164,1000,1000,1000,0,8.9506704301282909,0,105886.84717253108,2.4,2.4,2.4,2.4,0,NA,0,0.22114,NA,0.00533827242598684
jceou-1201,col_062524,Collins Park,2024-06-25,10:44:00,10,3,26,6,2024,21.4,8.14,156.1,7.27,108.9,0.47,NA,0.16,NA,NA,NA,56.5273,33173.1,20.2332,24.5857,795.6108,1086.7118,15649.6553,0.129,1.4333333333333331,20.333333333333332,3.632,3.642,0.13740000000000002,6.6857,NA,NA,NA,9,12,9,9,10,10,9,1.47,13.677,0.15470000000000003,NA,NA,NA,0,21.96789813421933,0,26609.510522613553,1.8,1.8,1.8,1.8,0,0,0,0.22114,0.00631578947368421,0.00533827242598684
jwbgb-1224,col_070224,Collins Park,2024-07-02,10:51:00,10,3,27,7,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.0713,32424.500000000004,49.0603,29.2189,476.3081,122.3387,17324.1796,0.13433333333333333,1.2866666666666666,14.666666666666666,NA,NA,NA,6.7888,NA,NA,NA,9,12,9,9,10,10,9,NA,16.6365,NA,NA,NA,NA,0,11.024745114603526,0,24863.61944395217,1.8,1.8,1.8,1.8,0,NA,0,0.22114,NA,0.00533827242598684
nqakk-1257,col_070924,Collins Park,2024-07-09,11:04:00,11,3,28,7,2024,23.4,8.5,162.6,7.39,109.1,-0.45,NA,0.09,21.90630774638232,7.841141510555261,79.05969109896867,67.2006,36063.899999999994,32.1575,30.785,296.0349,23.2437,18624.1011,0.122,1.26,13,NA,NA,NA,6.7332,2,5,2,9,12,9,9,10,10,9,1.22,15.9117,NA,250,1000,1000,0,71.96105577857587,0,77767.31886045272,3,3,3,3,0,0,0.0014395041118421,0.22114,0.00631578947368421,0.00533827242598684
nvdel-1294,col_071624,Collins Park,2024-07-16,10:43:00,10,3,29,7,2024,25.9,8.31,172.3,7.54,110.1,0.46,NA,0.13,NA,NA,NA,39.8816,34792.4,NA,26.153,47.6952,214.9184,10053.4203,0.117,2.143333333333333,12,4.116999999999999,4.45,0.2321,6.8041,NA,NA,NA,9,12,9,9,10,10,9,1.15,16.551,0.2007,NA,NA,NA,0,47.0517887664088,0,67201.87315532456,1.8,1.8,1.8,1.8,0,0,0,0.22114,0.00631578947368421,0.00533827242598684
eipwz-1346,col_072324,Collins Park,2024-07-23,10:55:00,10,3,30,7,2024,24.7,5.86,171.9,7.46,112,NA,NA,NA,43.6246421411218,16.483939421173137,280.5002610967633,45.4886,NA,NA,27.1127,40.5848,NA,12320.8744,0.115,3.16,11.333333333333334,3.98,4.093999999999999,0.14800000000000002,6.7543,2,5,2,9,12,9,9,10,10,9,NA,13.7868,0.1418,250,1000,1000,0,39.83670565147086,0,68198.03399705497,1.8,1.8,1.8,1.8,0,0,0.00486841365131579,0.22114,0.00631578947368421,0.00533827242598684
titpk-1375,col_073124,Collins Park,2024-07-31,11:02:00,11,4,31,7,2024,24.6,8.1,168.6,7.31,110.7,-1.48,NA,-0.01,51.71696679010945,12.571032405962647,315.5435977542985,48.1822,NA,NA,25.8808,35.5285,NA,9633.2156,0.10966666666666668,3.973333333333333,10,3.554,3.9,0.2609,6.6848,2,5,2,9,12,9,9,10,10,9,0.69,14.8494,0.15090000000000003,250,1000,1000,0,43.21212496081544,0,40403.08285406561,1.8,1.8,1.8,1.8,0,0,0.00277050904605263,0.22114,0.00631578947368421,0.00533827242598684
vpvzd-1404,col_080624,Collins Park,2024-08-06,10:21:00,10,3,32,8,2024,25.1,7.78,172.7,7.25,111.8,0.54,NA,0.14,14.93038599022279,7.948070606089731,40.77212574392699,41.7635,35089.7,NA,27.2243,94.8017,110.6834,11347.975,0.10733333333333334,1.11,10.666666666666666,3.5589999999999997,3.5109999999999997,0.15070000000000003,6.8312,2,5,2,9,12,9,9,10,10,9,1.01,13.7622,0.1443,250,1000,1000,0,34.79132609125551,0,33197.462679877804,1.8,1.8,1.8,1.8,0,0,0.00436589967105263,0.22114,0.00631578947368421,0.00533827242598684
rwgjp-1433,col_081324,Collins Park,2024-08-13,11:00:00,11,3,33,8,2024,24.245,8.24,169.6,7.41,111.829,-0.92,NA,-0.01,8.943037921057535,5.613643375111575,26.870964239393142,46.1463,35884.5,NA,25.8566,45.107,205.7977,9192.3993,0.102,0.98,9,3.58,3.771,0.1516,6.7425,2,5,2,9,12,9,9,10,10,9,0.069,13.1979,0.16970000000000002,10000,1000,1000,0,21.628802620113504,0,19728.80644761245,1.8,1.8,1.8,1.8,0,0,0.00280023273026315,0.22114,0.00631578947368421,0.00533827242598684
oknax-1455,col_082024,Collins Park,2024-08-20,10:33:00,10,3,34,8,2024,24.2,8.06,169.3,7.36,112,1.05,NA,0.01,12.620764765598794,5.6912003680132655,57.03321319569452,49.3462,36090.2,NA,30.3133,30.4624,NA,17836.2827,0.10033333333333334,1.1743333333333332,8.333333333333334,3.547,3.4189999999999996,0.1331,7.036,2,5,2,9,12,9,9,10,10,9,0.61,14.2811,0.165,10000,1000,1000,7.828468458159836,141.22668031381826,0,11358.51016894696,1.8,1.8,1.8,1.8,0.2833159,0.03154476842105262,0.01433295476973684,0.22114,0.00631578947368421,0.00533827242598684
mxicf-1488,col_082724,Collins Park,2024-08-27,11:20:00,11,3,35,8,2024,24.1,8.1,168.9,7.47,111.7,-1.9,NA,-0.03,NA,NA,NA,44.6446,37120.1,NA,25.3056,25.7168,127.1229,12989.4644,0.09693333333333332,0.719,11,3.121,3.3319999999999994,0.13990000000000002,NA,NA,NA,NA,9,12,9,9,10,10,9,0.28,NA,0.1306,NA,NA,NA,0,225.97964032460575,1.9750941121048116,11384.91017824885,1.8,1.8,1.8,1.8,0.2856784,0.03593308421052631,0.04090304734375,0.22114,0.00631578947368421,0.00533827242598684
hvkbe-1508,col_090324,Collins Park,2024-09-03,10:46:00,10,3,36,9,2024,21.6,8.68,165.7,7.45,114.9,-1.6,NA,-0.05,9.826145493229898,5.204462433957029,24.522538489261223,48.4634,36007.1,NA,23.6847,13.133,150.5398,10110.5922,0.09366666666666668,0.7426666666666667,8.333333333333334,3.323,3.485,0.17570000000000002,6.6641,2,5,2,9,12,9,9,10,10,9,0.37,14.481,0.1197,250,1000,1000,0,47.41382106341332,0,7021.717747409118,2.25,2.25,2.25,2.25,0,0.03213127368421052,0.03160313240131578,0.22114,0.00631578947368421,0.00533827242598684
ibgoo-1533,col_091024,Collins Park,2024-09-10,10:37:00,10,3,37,9,2024,20.273,8.76,156.4,7.47,111.785,-1.62,NA,-0.04,26.3023617399454,7.6632327782551855,64.00377332792199,52.235,35233.3,NA,22.5452,64.7681,147.8858,9838.3564,0.09433333333333334,1.7166666666666668,17,NA,3.363,0.1723,6.6751,2,5,2,9,12,9,9,10,10,9,0.26,12.8451,NA,1000,1000,1000,641.3121465588746,1442.6170162287144,1.963250639923911,19290.886490782224,1.8,1.8,1.8,1.8,0.0838212,0,0.03256590707236843,0.22114,0.00631578947368421,0.00533827242598684
tvoyp-1557,col_091724,Collins Park,2024-09-17,10:46:00,10,3,38,9,2024,20.691,9.05,157.7,7.47,111.831,-1.69,NA,-0.06,10.448784491531407,7.308777173495273,20.657569978159906,60.9691,33818.5,NA,20.9472,42.8848,150.6618,10545.7169,0.08533333333333333,1.61,6,3.249,3.114,0.14450000000000002,6.6351,2,5,2,9,12,9,9,10,10,9,0.22,11.5552,0.1869,10000,1000,1000,3945.8877693813024,5650.102571317915,0,22843.026051547346,1.8,1.8,1.8,1.8,0.0696562,0.02276061052631579,0.04998917763157895,0.22114,0.00631578947368421,0.00533827242598684
bvege-1594,col_092424,Collins Park,2024-09-24,10:48:00,10,3,39,9,2024,18.891,9.08,149.6,7.52,110.129,0.22,NA,-0.05,164.81039138267744,11.06354436636872,453.63872865468414,72.2019,51670.9,NA,27.2832,476.3276,143.0073,21090.1752,0.04,5.1933333333333325,4.333333333333333,2.717,2.943,0.2047,6.4631,2,5,2,9,12,9,9,10,10,9,0.36,11.8929,0.2331,250,1000,1000,721.7207112269354,957.1468449533572,0,12584.43237164413,2.25,2.25,2.25,2.25,NA,0.01585916842105263,NA,0.22114,0.00631578947368421,NA
qnrgc-1651,col_100124,Collins Park,2024-10-01,10:21:00,10,3,40,10,2024,17.538,9.39,147.2,7.33,111.717,-1.01,NA,-0.07,8.913298250784909,14.218114810271189,32.28402220530311,34.0215,36549.7,NA,20.2621,40.5504,7.8102,11212.478,0.092,0.878,6.666666666666667,3.829,4.063999999999999,0.1833,6.6899,2,5,2,9,12,9,9,10,10,9,0.5,12.8822,0.1396,250,1000,1000,0,1201.9158832930102,0,19565.26623036939,2.1176470588235294,2.1176470588235294,2.1176470588235294,2.1176470588235294,0.0811423,0.03266817894736842,0.10085950246710527,0.22114,0.00631578947368421,0.00533827242598684
ldkmu-1680,col_100824,Collins Park,2024-10-08,10:33:00,10,3,41,10,2024,16.764,9.34,145,7.28,112.205,2.31,NA,0.05,16.31700269338744,9.443450789305109,59.42660105783632,31.0314,35121,NA,19.4821,79.5636,NA,10516.0356,0.08233333333333333,0.4743333333333334,7.333333333333333,3.626,3.65,0.1768,6.6348,2,5,2,9,12,9,9,10,10,9,0.55,12.2013,0.15500000000000003,250,1000,1000,2888.991764143384,2152.918825485325,108.89476298719764,13704.20251018641,2,2,2,2,0.20670465,0.00658975789473684,0.22145749177631585,0.22114,0.00631578947368421,0.00533827242598684
zspxt-1737,col_101524,Collins Park,2024-10-15,10:44:00,10,3,42,10,2024,14.186,9.59,134.5,7.43,110.223,1.42,NA,-0.03,19.46748693935293,10.604821123876375,57.81631302668758,25.3297,35915.100000000006,NA,19.5553,230.0006,NA,11666.596,0.08933333333333333,1.5166666666666666,8,3.549,3.65,0.1642,6.6639,2,5,2,9,12,9,9,10,10,9,0.26,14.2357,0.1736,250,1000,1000,0,466.1837669325414,0,9704.157950191828,3,3,3,3,0.9507798,0.04053948421052631,0.18278140625,0.22114,0.00631578947368421,0.00533827242598684
vmmlh-1776,col_102224,Collins Park,2024-10-22,10:50:00,10,3,43,10,2024,13.507,9.92,144,7.42,119.614,-1.68,NA,-0.05,11.48975004986314,11.588407139381118,62.1453465572589,NA,NA,NA,NA,NA,NA,NA,0.10433333333333332,0.918,10.333333333333334,3.983,4.05,0.1368,6.7823,2,5,2,NA,NA,NA,NA,NA,NA,NA,0.22,14.7687,0.1365,250,1000,1000,0,303.8258768166438,0,10257.115377369568,1.8,1.8,1.8,1.8,0,0.08976996842105264,0.10542850328947367,0.22114,0.00631578947368421,0.00533827242598684
valbx-1805,col_102924,Collins Park,2024-10-29,10:39:00,10,3,44,10,2024,10.083,10.73,123.1,7.62,111.915,-1.26,NA,-0.07,10.732334897464169,7.586289551118934,56.39019169101234,NA,NA,NA,NA,NA,NA,NA,0.09700000000000002,0.8096666666666666,9,3.4759999999999995,3.688,0.1368,6.9017,2,5,2,NA,NA,NA,NA,NA,NA,NA,0.39,13.4426,0.15310000000000001,250,1000,1000,0,379.4374478840148,0,10316.066396714825,1.8,1.8,1.8,1.8,0.00897525,0.08703853684210527,0.05673973519736841,0.22114,0.00631578947368421,0.00533827242598684
jufic-1825,col_110524,Collins Park,2024-11-05,10:15:00,10,3,45,11,2024,8.162,11.41,114.7,7.65,110.571,-0.86,NA,-0.02,12.253758944173214,4.652855455432267,81.26419661213774,NA,NA,NA,NA,NA,NA,NA,0.09733333333333334,0.7813333333333334,9,3.603,3.593,0.1997,9.209,2,5,2,NA,NA,NA,NA,NA,NA,NA,0.44,110.1004,0.225,250,1000,1000,0,162.2156220706544,0,29740.020644676864,1.8,1.8,1.8,1.8,0,0.01121314736842105,0.04083859786184211,0.22114,0.00631578947368421,0.00533827242598684
xqzwt-1845,col_111224,Collins Park,2024-11-12,10:30:00,10,3,46,11,2024,8.213,11.35,116.2,7.56,111.3,-1.42,NA,-0.06,11.680309266807166,5.809085487881797,76.41099663767211,NA,NA,NA,NA,NA,NA,NA,0.09666666666666668,1.2033333333333334,10,3.4919999999999995,3.506,0.1912,8.0201,2,5,2,NA,NA,NA,NA,NA,NA,NA,0.48,122.7142,0.192,250,1000,1000,173.5951263216851,116.74748914827995,0,12289.806259206824,1.8,1.8,1.8,1.8,0.040863,0.05379629473684211,0.05096615830592106,0.22114,0.00631578947368421,0.00533827242598684
dsgxl-1858,col_111924,Collins Park,2024-11-19,10:47:00,10,3,47,11,2024,5.829,12.3,109,7.54,11.68,-1,NA,-0.05,20.474483548271213,8.882618645678816,85.04852682770965,NA,NA,NA,NA,NA,NA,NA,0.09666666666666668,1.9233333333333331,9,NA,NA,NA,6.6405,2,5,2,NA,NA,NA,NA,NA,NA,NA,0.4,16.1372,NA,250,1000,1000,0,36.0256275872541,0,9138.336457870226,1.8,1.8,1.8,1.8,0,0.11831854385964911,0.05380402754934211,0.22114,0.00631578947368421,0.00533827242598684
expdn-1875,col_112624,Collins Park,2024-11-26,10:32:00,10,3,48,11,2024,6.49,11.97,111.3,7.41,112.05,-1,NA,-0.03,38.188266497649856,8.212591006293078,94.5539324220134,NA,NA,NA,NA,NA,NA,NA,0.12433333333333334,1.5433333333333332,15,NA,NA,NA,6.671,2,5,2,NA,NA,NA,NA,NA,NA,NA,-0.05,13.5018,NA,250,1000,1000,193.21718308071513,148.45349087680958,0,11740.753962487655,1.8,1.8,1.8,1.8,0,0,0.02420974136513158,0.22114,0.00631578947368421,0.00533827242598684
